frame,time_seconds,left_channel,right_channel
101,0.002290249,0.000001883,0.000000000
102,0.002312925,0.000001609,0.000000000
103,0.002335601,0.000001319,0.000000000
104,0.002358277,0.000001012,0.000000000
105,0.002380952,0.000000690,0.000000000
106,0.002403628,0.000000353,0.000000000
107,0.002426304,0.000000001,-0.000000000
108,0.002448980,-0.000000364,-0.000000000
109,0.002471655,-0.000000743,-0.000000000
110,0.002494331,-0.000001135,-0.000000000
111,0.002517007,-0.000001539,-0.000000000
112,0.002539683,-0.000001953,-0.000000000
113,0.002562358,-0.000002378,-0.000000000
114,0.002585034,-0.000002811,-0.000000000
115,0.002607710,-0.000003252,-0.000000000
116,0.002630385,-0.000003699,-0.000000000
117,0.002653061,-0.000004152,-0.000000000
118,0.002675737,-0.000004608,-0.000000001
119,0.002698413,-0.000005066,-0.000000001
120,0.002721088,-0.000005525,-0.000000001
121,0.002743764,-0.000005982,-0.000000001
122,0.002766440,-0.000006436,-0.000000001
123,0.002789116,-0.000006885,-0.000000001
124,0.002811791,-0.000007100,-0.000000001
125,0.002834467,-0.000007297,-0.000000001
126,0.002857143,-0.000007476,-0.000000001
127,0.002879819,-0.000007634,-0.000000001
128,0.002902494,-0.000007771,-0.000000001
129,0.002925170,-0.000007883,-0.000000001
130,0.002947846,-0.000007970,-0.000000001
131,0.002970522,-0.000008030,-0.000000001
132,0.002993197,-0.000008061,-0.000000001
133,0.003015873,-0.000008061,-0.000000001
134,0.003038549,-0.000008029,-0.000000001
135,0.003061224,-0.000007964,-0.000000001
136,0.003083900,-0.000007863,-0.000000001
137,0.003106576,-0.000007725,-0.000000001
138,0.003129252,-0.000007550,-0.000000001
139,0.003151927,-0.000007335,-0.000000001
140,0.003174603,-0.000007080,-0.000000001
141,0.003197279,-0.000006784,-0.000000001
142,0.003219955,-0.000006446,-0.000000001
143,0.003242630,-0.000006065,-0.000000001
144,0.003265306,-0.000005642,-0.000000001
145,0.003287982,-0.000005176,-0.000000000
146,0.003310658,-0.000004666,-0.000000000
147,0.003333333,-0.000004114,-0.000000000
148,0.003356009,-0.000003519,-0.000000000
149,0.003378685,-0.000002883,-0.000000000
150,0.003401361,-0.000002207,-0.000000000
151,0.003424036,-0.000001491,-0.000000000
152,0.003446712,-0.000000738,0.000000000
153,0.003469388,0.000000051,0.000000000
154,0.003492063,0.000000873,0.000000000
155,0.003514739,0.000001726,0.000000000
156,0.003537415,0.000002608,0.000000000
157,0.003560091,0.000003515,0.000000000
158,0.003582766,0.000004445,0.000000001
159,0.003605442,0.000005393,0.000000001
160,0.003628118,0.000006356,0.000000001
161,0.003650794,0.000007329,0.000000001
162,0.003673469,0.000008309,0.000000001
163,0.003696145,0.000009292,0.000000001
164,0.003718821,0.000010271,0.000000001
165,0.003741497,0.000011243,0.000000001
166,0.003764172,0.000012202,0.000000001
167,0.003786848,0.000013144,0.000000001
168,0.003809524,0.000014062,0.000000001
169,0.003832200,0.000014952,0.000000002
170,0.003854875,0.000015808,0.000000002
171,0.003877551,0.000016624,0.000000002
172,0.003900227,0.000017395,0.000000002
173,0.003922902,0.000018116,0.000000002
174,0.003945578,0.000019222,0.000000002
175,0.003968254,0.000020280,0.000000002
176,0.003990930,0.000021283,0.000000002
177,0.004013605,0.000022226,0.000000002
178,0.004036281,0.000023103,0.000000002
179,0.004058957,0.000023906,0.000000002
180,0.004081633,0.000024631,0.000000003
181,0.004104308,0.000025272,0.000000003
182,0.004126984,0.000025823,0.000000003
183,0.004149660,0.000026279,0.000000003
184,0.004172336,0.000026635,0.000000003
185,0.004195011,0.000026888,0.000000003
186,0.004217687,0.000027033,0.000000003
187,0.004240363,0.000027067,0.000000003
188,0.004263039,0.000026985,0.000000003
189,0.004285714,0.000026786,0.000000003
190,0.004308390,0.000026468,0.000000003
191,0.004331066,0.000026027,0.000000003
192,0.004353741,0.000025463,0.000000002
193,0.004376417,0.000024776,0.000000002
194,0.004399093,0.000023964,0.000000002
195,0.004421769,0.000023029,0.000000002
196,0.004444444,0.000021970,0.000000002
197,0.004467120,0.000020790,0.000000002
198,0.004489796,0.000019489,0.000000002
199,0.004512472,0.000016925,0.000000001
200,0.004535147,0.000014212,0.000000001
201,0.004557823,0.000011358,0.000000001
202,0.004580499,0.000008370,0.000000001
203,0.004603175,0.000005257,0.000000000
204,0.004625850,0.000002027,-0.000000000
205,0.004648526,-0.000001310,-0.000000000
206,0.004671202,-0.000004744,-0.000000001
207,0.004693878,-0.000008265,-0.000000001
208,0.004716553,-0.000011861,-0.000000002
209,0.004739229,-0.000015519,-0.000000002
210,0.004761905,-0.000019228,-0.000000002
211,0.004784580,-0.000022973,-0.000000003
212,0.004807256,-0.000026742,-0.000000003
213,0.004829932,-0.000030519,-0.000000003
214,0.004852608,-0.000034291,-0.000000004
215,0.004875283,-0.000038041,-0.000000004
216,0.004897959,-0.000041754,-0.000000005
217,0.004920635,-0.000045414,-0.000000005
218,0.004943311,-0.000049005,-0.000000005
219,0.004965986,-0.000052510,-0.000000006
220,0.004988662,-0.000055913,-0.000000006
221,0.005011338,-0.000059195,-0.000000006
222,0.005034014,-0.000062341,-0.000000007
223,0.005056689,-0.000065334,-0.000000007
224,0.005079365,-0.000068155,-0.000000007
225,0.005102041,-0.000070061,-0.000000007
226,0.005124717,-0.000071741,-0.000000007
227,0.005147392,-0.000073182,-0.000000007
228,0.005170068,-0.000074371,-0.000000008
229,0.005192744,-0.000075293,-0.000000008
230,0.005215420,-0.000075935,-0.000000008
231,0.005238095,-0.000076287,-0.000000008
232,0.005260771,-0.000076337,-0.000000008
233,0.005283447,-0.000076073,-0.000000008
234,0.005306122,-0.000075488,-0.000000007
235,0.005328798,-0.000074572,-0.000000007
236,0.005351474,-0.000073318,-0.000000007
237,0.005374150,-0.000071721,-0.000000007
238,0.005396825,-0.000069775,-0.000000007
239,0.005419501,-0.000067477,-0.000000006
240,0.005442177,-0.000064826,-0.000000006
241,0.005464853,-0.000061821,-0.000000006
242,0.005487528,-0.000058464,-0.000000005
243,0.005510204,-0.000054757,-0.000000005
244,0.005532880,-0.000050704,-0.000000005
245,0.005555556,-0.000046313,-0.000000004
246,0.005578231,-0.000041591,-0.000000004
247,0.005600907,-0.000036549,-0.000000003
248,0.005623583,-0.000031197,-0.000000003
249,0.005646259,-0.000025549,-0.000000002
250,0.005668934,-0.000019621,-0.000000001
251,0.005691610,-0.000013430,-0.000000001
252,0.005714286,-0.000006994,-0.000000000
253,0.005736961,-0.000000335,0.000000001
254,0.005759637,0.000006526,0.000000001
255,0.005782313,0.000013564,0.000000002
256,0.005804989,0.000020754,0.000000003
257,0.005827664,0.000028068,0.000000004
258,0.005850340,0.000035479,0.000000004
259,0.005873016,0.000042956,0.000000005
260,0.005895692,0.000050468,0.000000006
261,0.005918367,0.000057983,0.000000007
262,0.005941043,0.000065468,0.000000007
263,0.005963719,0.000072887,0.000000008
264,0.005986395,0.000080208,0.000000009
265,0.006009070,0.000087393,0.000000009
266,0.006031746,0.000094408,0.000000010
267,0.006054422,0.000101216,0.000000011
268,0.006077098,0.000107781,0.000000011
269,0.006099773,0.000114067,0.000000012
270,0.006122449,0.000120037,0.000000013
271,0.006145125,0.000125657,0.000000013
272,0.006167800,0.000130892,0.000000014
273,0.006190476,0.000135707,0.000000014
274,0.006213152,0.000140070,0.000000015
275,0.006235828,0.000145028,0.000000015
276,0.006258503,0.000149499,0.000000015
277,0.006281179,0.000153453,0.000000016
278,0.006303855,0.000156859,0.000000016
279,0.006326531,0.000159690,0.000000016
280,0.006349206,0.000161918,0.000000016
281,0.006371882,0.000163520,0.000000016
282,0.006394558,0.000164473,0.000000016
283,0.006417234,0.000164758,0.000000016
284,0.006439909,0.000164359,0.000000016
285,0.006462585,0.000163261,0.000000016
286,0.006485261,0.000161453,0.000000016
287,0.006507937,0.000158927,0.000000016
288,0.006530612,0.000155677,0.000000015
289,0.006553288,0.000151701,0.000000015
290,0.006575964,0.000147001,0.000000014
291,0.006598639,0.000141580,0.000000014
292,0.006621315,0.000135446,0.000000013
293,0.006643991,0.000128610,0.000000012
294,0.006666667,0.000121087,0.000000011
295,0.006689342,0.000112892,0.000000010
296,0.006712018,0.000104048,0.000000009
297,0.006734694,0.000094579,0.000000008
298,0.006757370,0.000084511,0.000000007
299,0.006780045,0.000073875,0.000000006
300,0.006802721,0.000060152,0.000000005
301,0.006825397,0.000045864,0.000000003
302,0.006848073,0.000031058,0.000000002
303,0.006870748,0.000015783,0.000000000
304,0.006893424,0.000000093,-0.000000002
305,0.006916100,-0.000015959,-0.000000003
306,0.006938776,-0.000032315,-0.000000005
307,0.006961451,-0.000048914,-0.000000007
308,0.006984127,-0.000065694,-0.000000008
309,0.007006803,-0.000082592,-0.000000010
310,0.007029478,-0.000099541,-0.000000012
311,0.007052154,-0.000116474,-0.000000013
312,0.007074830,-0.000133322,-0.000000015
313,0.007097506,-0.000150015,-0.000000017
314,0.007120181,-0.000166483,-0.000000018
315,0.007142857,-0.000182653,-0.000000020
316,0.007165533,-0.000198453,-0.000000021
317,0.007188209,-0.000213813,-0.000000023
318,0.007210884,-0.000228660,-0.000000024
319,0.007233560,-0.000242924,-0.000000026
320,0.007256236,-0.000256533,-0.000000027
321,0.007278912,-0.000269420,-0.000000028
322,0.007301587,-0.000281515,-0.000000029
323,0.007324263,-0.000292753,-0.000000030
324,0.007346939,-0.000303069,-0.000000031
325,0.007369615,-0.000310912,-0.000000032
326,0.007392290,-0.000317674,-0.000000032
327,0.007414966,-0.000323304,-0.000000033
328,0.007437642,-0.000327753,-0.000000033
329,0.007460317,-0.000330977,-0.000000033
330,0.007482993,-0.000332933,-0.000000033
331,0.007505669,-0.000333587,-0.000000033
332,0.007528345,-0.000332904,-0.000000033
333,0.007551020,-0.000330857,-0.000000033
334,0.007573696,-0.000327425,-0.000000032
335,0.007596372,-0.000322590,-0.000000032
336,0.007619048,-0.000316339,-0.000000031
337,0.007641723,-0.000308666,-0.000000030
338,0.007664399,-0.000299572,-0.000000029
339,0.007687075,-0.000289062,-0.000000028
340,0.007709751,-0.000277146,-0.000000026
341,0.007732426,-0.000263844,-0.000000025
342,0.007755102,-0.000249178,-0.000000023
343,0.007777778,-0.000233180,-0.000000022
344,0.007800454,-0.000215886,-0.000000020
345,0.007823129,-0.000197340,-0.000000018
346,0.007845805,-0.000177591,-0.000000016
347,0.007868481,-0.000156694,-0.000000013
348,0.007891156,-0.000134711,-0.000000011
349,0.007913832,-0.000111711,-0.000000009
350,0.007936508,-0.000087767,-0.000000006
351,0.007959184,-0.000062959,-0.000000004
352,0.007981859,-0.000037372,-0.000000001
353,0.008004535,-0.000011095,0.000000002
354,0.008027211,0.000015775,0.000000004
355,0.008049887,0.000043139,0.000000007
356,0.008072562,0.000070893,0.000000010
357,0.008095238,0.000098928,0.000000013
358,0.008117914,0.000127133,0.000000016
359,0.008140590,0.000155393,0.000000018
360,0.008163265,0.000183590,0.000000021
361,0.008185941,0.000211605,0.000000024
362,0.008208617,0.000239316,0.000000027
363,0.008231293,0.000266600,0.000000029
364,0.008253968,0.000293334,0.000000032
365,0.008276644,0.000319393,0.000000034
366,0.008299320,0.000344655,0.000000037
367,0.008321995,0.000368998,0.000000039
368,0.008344671,0.000392299,0.000000041
369,0.008367347,0.000414441,0.000000044
370,0.008390023,0.000435307,0.000000045
371,0.008412698,0.000454785,0.000000047
372,0.008435374,0.000472764,0.000000049
373,0.008458050,0.000489140,0.000000050
374,0.008480726,0.000503813,0.000000052
375,0.008503401,0.000518656,0.000000053
376,0.008526077,0.000531662,0.000000054
377,0.008548753,0.000542742,0.000000055
378,0.008571429,0.000551818,0.000000056
379,0.008594104,0.000558814,0.000000056
380,0.008616780,0.000563665,0.000000057
381,0.008639456,0.000566314,0.000000057
382,0.008662132,0.000566711,0.000000056
383,0.008684807,0.000564817,0.000000056
384,0.008707483,0.000560600,0.000000055
385,0.008730159,0.000554039,0.000000055
386,0.008752834,0.000545121,0.000000053
387,0.008775510,0.000533846,0.000000052
388,0.008798186,0.000520220,0.000000050
389,0.008820862,0.000504263,0.000000049
390,0.008843537,0.000486002,0.000000047
391,0.008866213,0.000465476,0.000000044
392,0.008888889,0.000442735,0.000000042
393,0.008911565,0.000417836,0.000000039
394,0.008934240,0.000390850,0.000000036
395,0.008956916,0.000361854,0.000000033
396,0.008979592,0.000330939,0.000000030
397,0.009002268,0.000298201,0.000000026
398,0.009024943,0.000263747,0.000000023
399,0.009047619,0.000227694,0.000000019
400,0.009070295,0.000185710,0.000000014
401,0.009092971,0.000142275,0.000000010
402,0.009115646,0.000097541,0.000000005
403,0.009138322,0.000051668,0.000000000
404,0.009160998,0.000004822,-0.000000004
405,0.009183673,-0.000042822,-0.000000009
406,0.009206349,-0.000091087,-0.000000014
407,0.009229025,-0.000139787,-0.000000019
408,0.009251701,-0.000188735,-0.000000024
409,0.009274376,-0.000237738,-0.000000029
410,0.009297052,-0.000286601,-0.000000034
411,0.009319728,-0.000335127,-0.000000038
412,0.009342404,-0.000383115,-0.000000043
413,0.009365079,-0.000430366,-0.000000048
414,0.009387755,-0.000476679,-0.000000052
415,0.009410431,-0.000521856,-0.000000057
416,0.009433107,-0.000565696,-0.000000061
417,0.009455782,-0.000608006,-0.000000065
418,0.009478458,-0.000648592,-0.000000069
419,0.009501134,-0.000687264,-0.000000072
420,0.009523810,-0.000723840,-0.000000076
421,0.009546485,-0.000758140,-0.000000079
422,0.009569161,-0.000789993,-0.000000082
423,0.009591837,-0.000819233,-0.000000085
424,0.009614512,-0.000845702,-0.000000087
425,0.009637188,-0.000866750,-0.000000088
426,0.009659864,-0.000884679,-0.000000090
427,0.009682540,-0.000899367,-0.000000091
428,0.009705215,-0.000910704,-0.000000092
429,0.009727891,-0.000918590,-0.000000092
430,0.009750567,-0.000922938,-0.000000092
431,0.009773243,-0.000923673,-0.000000092
432,0.009795918,-0.000920735,-0.000000091
433,0.009818594,-0.000914075,-0.000000090
434,0.009841270,-0.000903662,-0.000000089
435,0.009863946,-0.000889478,-0.000000087
436,0.009886621,-0.000871517,-0.000000085
437,0.009909297,-0.000849794,-0.000000082
438,0.009931973,-0.000824335,-0.000000080
439,0.009954649,-0.000795184,-0.000000076
440,0.009977324,-0.000762400,-0.000000073
441,0.010000000,-0.000726057,-0.000000069
442,0.010022676,-0.000686248,-0.000000064
443,0.010045351,-0.000643077,-0.000000060
444,0.010068027,-0.000596669,-0.000000055
445,0.010090703,-0.000547159,-0.000000049
446,0.010113379,-0.000494700,-0.000000044
447,0.010136054,-0.000439460,-0.000000038
448,0.010158730,-0.000381619,-0.000000032
449,0.010181406,-0.000321374,-0.000000026
450,0.010204082,-0.000258931,-0.000000019
451,0.010226757,-0.000194511,-0.000000013
452,0.010249433,-0.000128347,-0.000000006
453,0.010272109,-0.000060681,0.000000001
454,0.010294785,0.000008233,0.000000008
455,0.010317460,0.000078132,0.000000015
456,0.010340136,0.000148747,0.000000022
457,0.010362812,0.000219799,0.000000029
458,0.010385488,0.000291005,0.000000036
459,0.010408163,0.000362075,0.000000043
460,0.010430839,0.000432717,0.000000050
461,0.010453515,0.000502634,0.000000057
462,0.010476190,0.000571530,0.000000064
463,0.010498866,0.000639108,0.000000070
464,0.010521542,0.000705070,0.000000077
465,0.010544218,0.000769123,0.000000083
466,0.010566893,0.000830978,0.000000089
467,0.010589569,0.000890346,0.000000095
468,0.010612245,0.000946951,0.000000100
469,0.010634921,0.001000518,0.000000105
470,0.010657596,0.001050788,0.000000110
471,0.010680272,0.001097504,0.000000114
472,0.010702948,0.001140425,0.000000118
473,0.010725624,0.001179323,0.000000121
474,0.010748299,0.001213982,0.000000125
475,0.010770975,0.001247299,0.000000128
476,0.010793651,0.001276065,0.000000130
477,0.010816327,0.001300100,0.000000132
478,0.010839002,0.001319247,0.000000133
479,0.010861678,0.001333362,0.000000134
480,0.010884354,0.001342327,0.000000135
481,0.010907029,0.001346036,0.000000134
482,0.010929705,0.001344409,0.000000134
483,0.010952381,0.001337388,0.000000132
484,0.010975057,0.001324933,0.000000131
485,0.010997732,0.001307030,0.000000128
486,0.011020408,0.001283683,0.000000125
487,0.011043084,0.001254924,0.000000122
488,0.011065760,0.001220805,0.000000118
489,0.011088435,0.001181398,0.000000114
490,0.011111111,0.001136805,0.000000109
491,0.011133787,0.001087144,0.000000103
492,0.011156463,0.001032560,0.000000097
493,0.011179138,0.000973216,0.000000091
494,0.011201814,0.000909300,0.000000084
495,0.011224490,0.000841019,0.000000077
496,0.011247166,0.000768600,0.000000069
497,0.011269841,0.000692292,0.000000061
498,0.011292517,0.000612361,0.000000053
499,0.011315193,0.000529089,0.000000044
500,0.011337868,0.000435940,0.000000034
501,0.011360544,0.000339907,0.000000024
502,0.011383220,0.000241343,0.000000014
503,0.011405896,0.000140612,0.000000004
504,0.011428571,0.000038090,-0.000000007
505,0.011451247,-0.000065833,-0.000000017
506,0.011473923,-0.000170760,-0.000000028
507,0.011496599,-0.000276284,-0.000000038
508,0.011519274,-0.000381993,-0.000000049
509,0.011541950,-0.000487468,-0.000000059
510,0.011564626,-0.000588735,-0.000000069
511,0.011587302,-0.000688838,-0.000000079
512,0.011609977,-0.000798258,-0.000000090
513,0.011632653,-0.000898565,-0.000000100
514,0.011655329,-0.000996523,-0.000000109
515,0.011678005,-0.001091717,-0.000000118
516,0.011700680,-0.001183738,-0.000000127
517,0.011723356,-0.001272185,-0.000000136
518,0.011746032,-0.001356666,-0.000000144
519,0.011768707,-0.001436801,-0.000000151
520,0.011791383,-0.001512222,-0.000000158
521,0.011814059,-0.001582576,-0.000000165
522,0.011836735,-0.001647528,-0.000000171
523,0.011859410,-0.001706758,-0.000000176
524,0.011882086,-0.001759965,-0.000000180
525,0.011904762,-0.001803115,-0.000000184
526,0.011927438,-0.001839621,-0.000000187
527,0.011950113,-0.001869254,-0.000000189
528,0.011972789,-0.001891817,-0.000000191
529,0.011995465,-0.001907139,-0.000000191
530,0.012018141,-0.001915069,-0.000000192
531,0.012040816,-0.001915491,-0.000000191
532,0.012063492,-0.001908313,-0.000000189
533,0.012086168,-0.001893476,-0.000000187
534,0.012108844,-0.001870947,-0.000000184
535,0.012131519,-0.001840734,-0.000000180
536,0.012154195,-0.001802860,-0.000000176
537,0.012176871,-0.001757384,-0.000000170
538,0.012199546,-0.001704400,-0.000000164
539,0.012222222,-0.001644032,-0.000000158
540,0.012244898,-0.001576435,-0.000000150
541,0.012267574,-0.001501795,-0.000000142
542,0.012290249,-0.001420330,-0.000000133
543,0.012312925,-0.001332285,-0.000000124
544,0.012335601,-0.001237940,-0.000000114
545,0.012358277,-0.001137599,-0.000000103
546,0.012380952,-0.001031596,-0.000000092
547,0.012403628,-0.000920290,-0.000000080
548,0.012426304,-0.000804070,-0.000000068
549,0.012448980,-0.000683347,-0.000000056
550,0.012471655,-0.000558554,-0.000000043
551,0.012494331,-0.000430149,-0.000000030
552,0.012517007,-0.000298607,-0.000000016
553,0.012539683,-0.000164424,-0.000000003
554,0.012562358,-0.000028110,0.000000011
555,0.012585034,0.000109807,0.000000025
556,0.012607710,0.000248790,0.000000039
557,0.012630385,0.000388288,0.000000053
558,0.012653061,0.000527744,0.000000067
559,0.012675737,0.000666593,0.000000080
560,0.012698413,0.000804266,0.000000094
561,0.012721088,0.000940194,0.000000107
562,0.012743764,0.001073808,0.000000120
563,0.012766440,0.001204539,0.000000133
564,0.012789116,0.001331829,0.000000145
565,0.012811791,0.001455121,0.000000157
566,0.012834467,0.001573875,0.000000169
567,0.012857143,0.001687560,0.000000180
568,0.012879819,0.001795659,0.000000190
569,0.012902494,0.001897674,0.000000199
570,0.012925170,0.001993126,0.000000208
571,0.012947846,0.002081561,0.000000216
572,0.012970522,0.002162541,0.000000224
573,0.012993197,0.002235663,0.000000230
574,0.013015873,0.002300550,0.000000236
575,0.013038549,0.002361308,0.000000241
576,0.013061224,0.002413266,0.000000246
577,0.013083900,0.002456124,0.000000249
578,0.013106576,0.002489624,0.000000251
579,0.013129252,0.002513535,0.000000253
580,0.013151927,0.002527672,0.000000253
581,0.013174603,0.002531884,0.000000253
582,0.013197279,0.002526057,0.000000251
583,0.013219955,0.002510124,0.000000248
584,0.013242630,0.002484053,0.000000245
585,0.013265306,0.002447777,0.000000240
586,0.013287982,0.002401432,0.000000234
587,0.013310658,0.002345107,0.000000228
588,0.013333333,0.002278948,0.000000220
589,0.013356009,0.002203125,0.000000212
590,0.013378685,0.002117865,0.000000202
591,0.013401361,0.002023423,0.000000192
592,0.013424036,0.001920105,0.000000181
593,0.013446712,0.001808248,0.000000169
594,0.013469388,0.001688226,0.000000156
595,0.013492063,0.001560458,0.000000143
596,0.013514739,0.001425387,0.000000128
597,0.013537415,0.001283501,0.000000114
598,0.013560091,0.001135310,0.000000098
599,0.013582766,0.000981358,0.000000081
600,0.013605442,0.000812542,0.000000064
601,0.013628118,0.000638914,0.000000046
602,0.013650794,0.000461125,0.000000028
603,0.013673469,0.000279845,0.000000010
604,0.013696145,0.000095764,-0.000000009
605,0.013718821,-0.000090410,-0.000000028
606,0.013741497,-0.000277956,-0.000000047
607,0.013764172,-0.000466142,-0.000000065
608,0.013786848,-0.000654227,-0.000000084
609,0.013809524,-0.000841463,-0.000000103
610,0.013832200,-0.001026818,-0.000000121
611,0.013854875,-0.001209825,-0.000000139
612,0.013877551,-0.001389742,-0.000000157
613,0.013900227,-0.001565828,-0.000000174
614,0.013922902,-0.001737352,-0.000000190
615,0.013945578,-0.001903596,-0.000000206
616,0.013968254,-0.002063853,-0.000000222
617,0.013990930,-0.002217442,-0.000000236
618,0.014013605,-0.002363690,-0.000000250
619,0.014036281,-0.002501958,-0.000000263
620,0.014058957,-0.002631629,-0.000000275
621,0.014081633,-0.002752115,-0.000000286
622,0.014104308,-0.002862859,-0.000000296
623,0.014126984,-0.002963335,-0.000000305
624,0.014149660,-0.003053060,-0.000000313
625,0.014172336,-0.003126360,-0.000000319
626,0.014195011,-0.003187929,-0.000000324
627,0.014217687,-0.003237418,-0.000000327
628,0.014240363,-0.003274524,-0.000000330
629,0.014263039,-0.003298987,-0.000000331
630,0.014285714,-0.003310591,-0.000000331
631,0.014308390,-0.003309177,-0.000000329
632,0.014331066,-0.003294629,-0.000000327
633,0.014353741,-0.003266886,-0.000000323
634,0.014376417,-0.003225939,-0.000000317
635,0.014399093,-0.003172055,-0.000000310
636,0.014421769,-0.003105101,-0.000000302
637,0.014444444,-0.003025230,-0.000000293
638,0.014467120,-0.002932641,-0.000000283
639,0.014489796,-0.002827586,-0.000000271
640,0.014512472,-0.002710374,-0.000000258
641,0.014535147,-0.002581360,-0.000000244
642,0.014557823,-0.002440960,-0.000000229
643,0.014580499,-0.002289621,-0.000000213
644,0.014603175,-0.002127860,-0.000000196
645,0.014625850,-0.001956222,-0.000000178
646,0.014648526,-0.001775310,-0.000000159
647,0.014671202,-0.001585763,-0.000000139
648,0.014693878,-0.001388262,-0.000000118
649,0.014716553,-0.001183528,-0.000000097
650,0.014739229,-0.000972317,-0.000000076
651,0.014761905,-0.000755418,-0.000000053
652,0.014784580,-0.000533649,-0.000000031
653,0.014807256,-0.000307856,-0.000000008
654,0.014829932,-0.000078912,0.000000015
655,0.014852608,0.000152293,0.000000038
656,0.014875283,0.000384851,0.000000062
657,0.014897959,0.000617839,0.000000085
658,0.014920635,0.000850325,0.000000108
659,0.014943311,0.001081369,0.000000131
660,0.014965986,0.001310031,0.000000154
661,0.014988662,0.001535369,0.000000176
662,0.015011338,0.001756450,0.000000197
663,0.015034014,0.001972345,0.000000218
