frame,time_seconds,left_channel,right_channel
101,0.002290249,0.000001729,0.000001729
102,0.002312925,0.000001431,0.000001431
103,0.002335601,0.000001132,0.000001132
104,0.002358277,0.000000834,0.000000834
105,0.002380952,0.000000477,0.000000477
106,0.002403628,0.000000119,0.000000119
107,0.002426304,-0.000000179,-0.000000179
108,0.002448980,-0.000000536,-0.000000536
109,0.002471655,-0.000000894,-0.000000894
110,0.002494331,-0.000001311,-0.000001311
111,0.002517007,-0.000001729,-0.000001729
112,0.002539683,-0.000002146,-0.000002146
113,0.002562358,-0.000002563,-0.000002563
114,0.002585034,-0.000002980,-0.000002980
115,0.002607710,-0.000003457,-0.000003457
116,0.002630385,-0.000003874,-0.000003874
117,0.002653061,-0.000004351,-0.000004351
118,0.002675737,-0.000004828,-0.000004828
119,0.002698413,-0.000005245,-0.000005245
120,0.002721088,-0.000005722,-0.000005722
121,0.002743764,-0.000006199,-0.000006199
122,0.002766440,-0.000006616,-0.000006616
123,0.002789116,-0.000006974,-0.000006974
124,0.002811791,-0.000007153,-0.000007153
125,0.002834467,-0.000007331,-0.000007331
126,0.002857143,-0.000007510,-0.000007510
127,0.002879819,-0.000007689,-0.000007689
128,0.002902494,-0.000007808,-0.000007808
129,0.002925170,-0.000007868,-0.000007868
130,0.002947846,-0.000007987,-0.000007987
131,0.002970522,-0.000007987,-0.000007987
132,0.002993197,-0.000008047,-0.000008047
133,0.003015873,-0.000007987,-0.000007987
134,0.003038549,-0.000007987,-0.000007987
135,0.003061224,-0.000007868,-0.000007868
136,0.003083900,-0.000007749,-0.000007749
137,0.003106576,-0.000007629,-0.000007629
138,0.003129252,-0.000007391,-0.000007391
139,0.003151927,-0.000007153,-0.000007153
140,0.003174603,-0.000006914,-0.000006914
141,0.003197279,-0.000006557,-0.000006557
142,0.003219955,-0.000006199,-0.000006199
143,0.003242630,-0.000005841,-0.000005841
144,0.003265306,-0.000005364,-0.000005364
145,0.003287982,-0.000004888,-0.000004888
146,0.003310658,-0.000004351,-0.000004351
147,0.003333333,-0.000003755,-0.000003755
148,0.003356009,-0.000003159,-0.000003159
149,0.003378685,-0.000002503,-0.000002503
150,0.003401361,-0.000001848,-0.000001848
151,0.003424036,-0.000001073,-0.000001073
152,0.003446712,-0.000000298,-0.000000298
153,0.003469388,0.000000417,0.000000417
154,0.003492063,0.000001252,0.000001252
155,0.003514739,0.000002146,0.000002146
156,0.003537415,0.000003040,0.000003040
157,0.003560091,0.000003934,0.000003934
158,0.003582766,0.000004888,0.000004888
159,0.003605442,0.000005841,0.000005841
160,0.003628118,0.000006795,0.000006795
161,0.003650794,0.000007808,0.000007808
162,0.003673469,0.000008762,0.000008762
163,0.003696145,0.000009716,0.000009716
164,0.003718821,0.000010729,0.000010729
165,0.003741497,0.000011683,0.000011683
166,0.003764172,0.000012636,0.000012636
167,0.003786848,0.000013590,0.000013590
168,0.003809524,0.000014484,0.000014484
169,0.003832200,0.000015318,0.000015318
170,0.003854875,0.000016153,0.000016153
171,0.003877551,0.000016987,0.000016987
172,0.003900227,0.000017703,0.000017703
173,0.003922902,0.000018597,0.000018597
174,0.003945578,0.000019729,0.000019729
175,0.003968254,0.000020742,0.000020742
176,0.003990930,0.000021696,0.000021696
177,0.004013605,0.000022590,0.000022590
178,0.004036281,0.000023484,0.000023484
179,0.004058957,0.000024199,0.000024199
180,0.004081633,0.000024915,0.000024915
181,0.004104308,0.000025511,0.000025511
182,0.004126984,0.000025988,0.000025988
183,0.004149660,0.000026405,0.000026405
184,0.004172336,0.000026703,0.000026703
185,0.004195011,0.000026882,0.000026882
186,0.004217687,0.000027001,0.000027001
187,0.004240363,0.000027001,0.000027001
188,0.004263039,0.000026822,0.000026822
189,0.004285714,0.000026584,0.000026584
190,0.004308390,0.000026226,0.000026226
191,0.004331066,0.000025690,0.000025690
192,0.004353741,0.000025094,0.000025094
193,0.004376417,0.000024319,0.000024319
194,0.004399093,0.000023425,0.000023425
195,0.004421769,0.000022471,0.000022471
196,0.004444444,0.000021338,0.000021338
197,0.004467120,0.000020087,0.000020087
198,0.004489796,0.000018179,0.000018179
199,0.004512472,0.000015557,0.000015557
200,0.004535147,0.000012755,0.000012755
201,0.004557823,0.000009835,0.000009835
202,0.004580499,0.000006795,0.000006795
203,0.004603175,0.000003636,0.000003636
204,0.004625850,0.000000358,0.000000358
205,0.004648526,-0.000002980,-0.000002980
206,0.004671202,-0.000006497,-0.000006497
207,0.004693878,-0.000010014,-0.000010014
208,0.004716553,-0.000013649,-0.000013649
209,0.004739229,-0.000017345,-0.000017345
210,0.004761905,-0.000021040,-0.000021040
211,0.004784580,-0.000024796,-0.000024796
212,0.004807256,-0.000028551,-0.000028551
213,0.004829932,-0.000032365,-0.000032365
214,0.004852608,-0.000036120,-0.000036120
215,0.004875283,-0.000039816,-0.000039816
216,0.004897959,-0.000043511,-0.000043511
217,0.004920635,-0.000047147,-0.000047147
218,0.004943311,-0.000050664,-0.000050664
219,0.004965986,-0.000054121,-0.000054121
220,0.004988662,-0.000057459,-0.000057459
221,0.005011338,-0.000060678,-0.000060678
222,0.005034014,-0.000063777,-0.000063777
223,0.005056689,-0.000066698,-0.000066698
224,0.005079365,-0.000069022,-0.000069022
225,0.005102041,-0.000070810,-0.000070810
226,0.005124717,-0.000072360,-0.000072360
227,0.005147392,-0.000073671,-0.000073671
228,0.005170068,-0.000074744,-0.000074744
229,0.005192744,-0.000075519,-0.000075519
230,0.005215420,-0.000076056,-0.000076056
231,0.005238095,-0.000076234,-0.000076234
232,0.005260771,-0.000076115,-0.000076115
233,0.005283447,-0.000075698,-0.000075698
234,0.005306122,-0.000074923,-0.000074923
235,0.005328798,-0.000073850,-0.000073850
236,0.005351474,-0.000072420,-0.000072420
237,0.005374150,-0.000070691,-0.000070691
238,0.005396825,-0.000068545,-0.000068545
239,0.005419501,-0.000066102,-0.000066102
240,0.005442177,-0.000063241,-0.000063241
241,0.005464853,-0.000060081,-0.000060081
242,0.005487528,-0.000056565,-0.000056565
243,0.005510204,-0.000052691,-0.000052691
244,0.005532880,-0.000048459,-0.000048459
245,0.005555556,-0.000043869,-0.000043869
246,0.005578231,-0.000039041,-0.000039041
247,0.005600907,-0.000033796,-0.000033796
248,0.005623583,-0.000028312,-0.000028312
249,0.005646259,-0.000022531,-0.000022531
250,0.005668934,-0.000016510,-0.000016510
251,0.005691610,-0.000010192,-0.000010192
252,0.005714286,-0.000003636,-0.000003636
253,0.005736961,0.000003040,0.000003040
254,0.005759637,0.000010014,0.000010014
255,0.005782313,0.000017107,0.000017107
256,0.005804989,0.000024378,0.000024378
257,0.005827664,0.000031710,0.000031710
258,0.005850340,0.000039160,0.000039160
259,0.005873016,0.000046670,0.000046670
260,0.005895692,0.000054181,0.000054181
261,0.005918367,0.000061631,0.000061631
262,0.005941043,0.000069082,0.000069082
263,0.005963719,0.000076473,0.000076473
264,0.005986395,0.000083685,0.000083685
265,0.006009070,0.000090837,0.000090837
266,0.006031746,0.000097692,0.000097692
267,0.006054422,0.000104427,0.000104427
268,0.006077098,0.000110805,0.000110805
269,0.006099773,0.000116944,0.000116944
270,0.006122449,0.000122666,0.000122666
271,0.006145125,0.000128150,0.000128150
272,0.006167800,0.000133157,0.000133157
273,0.006190476,0.000137687,0.000137687
274,0.006213152,0.000142336,0.000142336
275,0.006235828,0.000147104,0.000147104
276,0.006258503,0.000151277,0.000151277
277,0.006281179,0.000154972,0.000154972
278,0.006303855,0.000158072,0.000158072
279,0.006326531,0.000160575,0.000160575
280,0.006349206,0.000162601,0.000162601
281,0.006371882,0.000163794,0.000163794
282,0.006394558,0.000164390,0.000164390
283,0.006417234,0.000164390,0.000164390
284,0.006439909,0.000163674,0.000163674
285,0.006462585,0.000162244,0.000162244
286,0.006485261,0.000159979,0.000159979
287,0.006507937,0.000157118,0.000157118
288,0.006530612,0.000153542,0.000153542
289,0.006553288,0.000149131,0.000149131
290,0.006575964,0.000144124,0.000144124
291,0.006598639,0.000138402,0.000138402
292,0.006621315,0.000131845,0.000131845
293,0.006643991,0.000124693,0.000124693
294,0.006666667,0.000116885,0.000116885
295,0.006689342,0.000108361,0.000108361
296,0.006712018,0.000099242,0.000099242
297,0.006734694,0.000089467,0.000089467
298,0.006757370,0.000079095,0.000079095
299,0.006780045,0.000066936,0.000066936
300,0.006802721,0.000052929,0.000052929
301,0.006825397,0.000038385,0.000038385
302,0.006848073,0.000023365,0.000023365
303,0.006870748,0.000007927,0.000007927
304,0.006893424,-0.000007927,-0.000007927
305,0.006916100,-0.000024080,-0.000024080
306,0.006938776,-0.000040531,-0.000040531
307,0.006961451,-0.000057220,-0.000057220
308,0.006984127,-0.000074089,-0.000074089
309,0.007006803,-0.000090957,-0.000090957
310,0.007029478,-0.000107884,-0.000107884
311,0.007052154,-0.000124812,-0.000124812
312,0.007074830,-0.000141501,-0.000141501
313,0.007097506,-0.000158072,-0.000158072
314,0.007120181,-0.000174403,-0.000174403
315,0.007142857,-0.000190377,-0.000190377
316,0.007165533,-0.000205994,-0.000205994
317,0.007188209,-0.000221014,-0.000221014
318,0.007210884,-0.000235558,-0.000235558
319,0.007233560,-0.000249386,-0.000249386
320,0.007256236,-0.000262737,-0.000262737
321,0.007278912,-0.000275135,-0.000275135
322,0.007301587,-0.000286818,-0.000286818
323,0.007324263,-0.000297546,-0.000297546
324,0.007346939,-0.000306606,-0.000306606
325,0.007369615,-0.000313997,-0.000313997
326,0.007392290,-0.000320196,-0.000320196
327,0.007414966,-0.000325203,-0.000325203
328,0.007437642,-0.000329018,-0.000329018
329,0.007460317,-0.000331640,-0.000331640
330,0.007482993,-0.000332832,-0.000332832
331,0.007505669,-0.000332832,-0.000332832
332,0.007528345,-0.000331640,-0.000331640
333,0.007551020,-0.000328779,-0.000328779
334,0.007573696,-0.000324726,-0.000324726
335,0.007596372,-0.000319242,-0.000319242
336,0.007619048,-0.000312090,-0.000312090
337,0.007641723,-0.000303745,-0.000303745
338,0.007664399,-0.000293970,-0.000293970
339,0.007687075,-0.000282764,-0.000282764
340,0.007709751,-0.000270128,-0.000270128
341,0.007732426,-0.000256300,-0.000256300
342,0.007755102,-0.000240922,-0.000240922
343,0.007777778,-0.000224352,-0.000224352
344,0.007800454,-0.000206470,-0.000206470
345,0.007823129,-0.000187278,-0.000187278
346,0.007845805,-0.000167012,-0.000167012
347,0.007868481,-0.000145555,-0.000145555
348,0.007891156,-0.000123024,-0.000123024
349,0.007913832,-0.000099659,-0.000099659
350,0.007936508,-0.000075281,-0.000075281
351,0.007959184,-0.000050068,-0.000050068
352,0.007981859,-0.000024199,-0.000024199
353,0.008004535,0.000002325,0.000002325
354,0.008027211,0.000029445,0.000029445
355,0.008049887,0.000056982,0.000056982
356,0.008072562,0.000084817,0.000084817
357,0.008095238,0.000112951,0.000112951
358,0.008117914,0.000141144,0.000141144
359,0.008140590,0.000169396,0.000169396
360,0.008163265,0.000197411,0.000197411
361,0.008185941,0.000225306,0.000225306
362,0.008208617,0.000252724,0.000252724
363,0.008231293,0.000279665,0.000279665
364,0.008253968,0.000306129,0.000306129
365,0.008276644,0.000331640,0.000331640
366,0.008299320,0.000356436,0.000356436
367,0.008321995,0.000380278,0.000380278
368,0.008344671,0.000402927,0.000402927
369,0.008367347,0.000424385,0.000424385
370,0.008390023,0.000444651,0.000444651
371,0.008412698,0.000463486,0.000463486
372,0.008435374,0.000480413,0.000480413
373,0.008458050,0.000495911,0.000495911
374,0.008480726,0.000510693,0.000510693
375,0.008503401,0.000524521,0.000524521
376,0.008526077,0.000536442,0.000536442
377,0.008548753,0.000546455,0.000546455
378,0.008571429,0.000554562,0.000554562
379,0.008594104,0.000560760,0.000560760
380,0.008616780,0.000564575,0.000564575
381,0.008639456,0.000566006,0.000566006
382,0.008662132,0.000565052,0.000565052
383,0.008684807,0.000562191,0.000562191
384,0.008707483,0.000556946,0.000556946
385,0.008730159,0.000548840,0.000548840
386,0.008752834,0.000538826,0.000538826
387,0.008775510,0.000526428,0.000526428
388,0.008798186,0.000511646,0.000511646
389,0.008820862,0.000494480,0.000494480
390,0.008843537,0.000475407,0.000475407
391,0.008866213,0.000453711,0.000453711
392,0.008888889,0.000429869,0.000429869
393,0.008911565,0.000403881,0.000403881
394,0.008934240,0.000375986,0.000375986
395,0.008956916,0.000345945,0.000345945
396,0.008979592,0.000314236,0.000314236
397,0.009002268,0.000280619,0.000280619
398,0.009024943,0.000245333,0.000245333
399,0.009047619,0.000206470,0.000206470
400,0.009070295,0.000163794,0.000163794
401,0.009092971,0.000119805,0.000119805
402,0.009115646,0.000074506,0.000074506
403,0.009138322,0.000028193,0.000028193
404,0.009160998,-0.000018954,-0.000018954
405,0.009183673,-0.000066876,-0.000066876
406,0.009206349,-0.000115335,-0.000115335
407,0.009229025,-0.000164151,-0.000164151
408,0.009251701,-0.000213027,-0.000213027
409,0.009274376,-0.000261784,-0.000261784
410,0.009297052,-0.000310659,-0.000310659
411,0.009319728,-0.000358820,-0.000358820
412,0.009342404,-0.000406265,-0.000406265
413,0.009365079,-0.000453234,-0.000453234
414,0.009387755,-0.000498772,-0.000498772
415,0.009410431,-0.000543118,-0.000543118
416,0.009433107,-0.000586033,-0.000586033
417,0.009455782,-0.000627518,-0.000627518
418,0.009478458,-0.000667095,-0.000667095
419,0.009501134,-0.000704765,-0.000704765
420,0.009523810,-0.000740051,-0.000740051
421,0.009546485,-0.000773430,-0.000773430
422,0.009569161,-0.000803947,-0.000803947
423,0.009591837,-0.000831604,-0.000831604
424,0.009614512,-0.000855446,-0.000855446
425,0.009637188,-0.000874996,-0.000874996
426,0.009659864,-0.000891209,-0.000891209
427,0.009682540,-0.000904083,-0.000904083
428,0.009705215,-0.000913620,-0.000913620
429,0.009727891,-0.000919819,-0.000919819
430,0.009750567,-0.000922680,-0.000922680
431,0.009773243,-0.000921249,-0.000921249
432,0.009795918,-0.000916481,-0.000916481
433,0.009818594,-0.000907898,-0.000907898
434,0.009841270,-0.000895977,-0.000895977
435,0.009863946,-0.000879765,-0.000879765
436,0.009886621,-0.000859737,-0.000859737
437,0.009909297,-0.000836372,-0.000836372
438,0.009931973,-0.000809193,-0.000809193
439,0.009954649,-0.000778198,-0.000778198
440,0.009977324,-0.000743389,-0.000743389
441,0.010000000,-0.000705242,-0.000705242
442,0.010022676,-0.000664234,-0.000664234
443,0.010045351,-0.000619411,-0.000619411
444,0.010068027,-0.000571251,-0.000571251
445,0.010090703,-0.000520229,-0.000520229
446,0.010113379,-0.000466585,-0.000466585
447,0.010136054,-0.000410080,-0.000410080
448,0.010158730,-0.000351191,-0.000351191
449,0.010181406,-0.000289917,-0.000289917
450,0.010204082,-0.000226498,-0.000226498
451,0.010226757,-0.000161290,-0.000161290
452,0.010249433,-0.000094414,-0.000094414
453,0.010272109,-0.000026166,-0.000026166
454,0.010294785,0.000043154,0.000043154
455,0.010317460,0.000113368,0.000113368
456,0.010340136,0.000184178,0.000184178
457,0.010362812,0.000255108,0.000255108
458,0.010385488,0.000326157,0.000326157
459,0.010408163,0.000396967,0.000396967
460,0.010430839,0.000467300,0.000467300
461,0.010453515,0.000536442,0.000536442
462,0.010476190,0.000604630,0.000604630
463,0.010498866,0.000671387,0.000671387
464,0.010521542,0.000736237,0.000736237
465,0.010544218,0.000799179,0.000799179
466,0.010566893,0.000859737,0.000859737
467,0.010589569,0.000917912,0.000917912
468,0.010612245,0.000972748,0.000972748
469,0.010634921,0.001024246,0.001024246
470,0.010657596,0.001072884,0.001072884
471,0.010680272,0.001117706,0.001117706
472,0.010702948,0.001158714,0.001158714
473,0.010725624,0.001195908,0.001195908
474,0.010748299,0.001229286,0.001229286
475,0.010770975,0.001260757,0.001260757
476,0.010793651,0.001286507,0.001286507
477,0.010816327,0.001308441,0.001308441
478,0.010839002,0.001324654,0.001324654
479,0.010861678,0.001336098,0.001336098
480,0.010884354,0.001342773,0.001342773
481,0.010907029,0.001343727,0.001343727
482,0.010929705,0.001339912,0.001339912
483,0.010952381,0.001329422,0.001329422
484,0.010975057,0.001314163,0.001314163
485,0.010997732,0.001294136,0.001294136
486,0.011020408,0.001268387,0.001268387
487,0.011043084,0.001236916,0.001236916
488,0.011065760,0.001199722,0.001199722
489,0.011088435,0.001157761,0.001157761
490,0.011111111,0.001111031,0.001111031
491,0.011133787,0.001058578,0.001058578
492,0.011156463,0.001001358,0.001001358
493,0.011179138,0.000940323,0.000940323
494,0.011201814,0.000874519,0.000874519
495,0.011224490,0.000803947,0.000803947
496,0.011247166,0.000729561,0.000729561
497,0.011269841,0.000651836,0.000651836
498,0.011292517,0.000570297,0.000570297
499,0.011315193,0.000482082,0.000482082
500,0.011337868,0.000387430,0.000387430
501,0.011360544,0.000290394,0.000290394
502,0.011383220,0.000190735,0.000190735
503,0.011405896,0.000089228,0.000089228
504,0.011428571,-0.000013888,-0.000013888
505,0.011451247,-0.000118256,-0.000118256
506,0.011473923,-0.000223398,-0.000223398
507,0.011496599,-0.000328779,-0.000328779
508,0.011519274,-0.000434399,-0.000434399
509,0.011541950,-0.000539303,-0.000539303
510,0.011564626,-0.000639915,-0.000639915
511,0.011587302,-0.000739098,-0.000739098
512,0.011609977,-0.000847816,-0.000847816
513,0.011632653,-0.000946522,-0.000946522
514,0.011655329,-0.001043320,-0.001043320
515,0.011678005,-0.001136780,-0.001136780
516,0.011700680,-0.001226425,-0.001226425
517,0.011723356,-0.001313210,-0.001313210
518,0.011746032,-0.001395226,-0.001395226
519,0.011768707,-0.001473427,-0.001473427
520,0.011791383,-0.001545906,-0.001545906
521,0.011814059,-0.001613617,-0.001613617
522,0.011836735,-0.001675606,-0.001675606
523,0.011859410,-0.001731873,-0.001731873
524,0.011882086,-0.001779556,-0.001779556
525,0.011904762,-0.001819611,-0.001819611
526,0.011927438,-0.001852989,-0.001852989
527,0.011950113,-0.001878738,-0.001878738
528,0.011972789,-0.001897812,-0.001897812
529,0.011995465,-0.001909256,-0.001909256
530,0.012018141,-0.001914024,-0.001914024
531,0.012040816,-0.001910210,-0.001910210
532,0.012063492,-0.001898766,-0.001898766
533,0.012086168,-0.001880646,-0.001880646
534,0.012108844,-0.001853943,-0.001853943
535,0.012131519,-0.001820564,-0.001820564
536,0.012154195,-0.001778603,-0.001778603
537,0.012176871,-0.001729012,-0.001729012
538,0.012199546,-0.001672745,-0.001672745
539,0.012222222,-0.001608849,-0.001608849
540,0.012244898,-0.001537323,-0.001537323
541,0.012267574,-0.001460075,-0.001460075
542,0.012290249,-0.001375198,-0.001375198
543,0.012312925,-0.001283646,-0.001283646
544,0.012335601,-0.001186371,-0.001186371
545,0.012358277,-0.001083374,-0.001083374
546,0.012380952,-0.000975132,-0.000975132
547,0.012403628,-0.000861168,-0.000861168
548,0.012426304,-0.000742912,-0.000742912
549,0.012448980,-0.000620365,-0.000620365
550,0.012471655,-0.000493526,-0.000493526
551,0.012494331,-0.000364065,-0.000364065
552,0.012517007,-0.000231266,-0.000231266
553,0.012539683,-0.000096083,-0.000096083
554,0.012562358,0.000040889,0.000040889
555,0.012585034,0.000179172,0.000179172
556,0.012607710,0.000318289,0.000318289
557,0.012630385,0.000457764,0.000457764
558,0.012653061,0.000596523,0.000596523
559,0.012675737,0.000734806,0.000734806
560,0.012698413,0.000871658,0.000871658
561,0.012721088,0.001006126,0.001006126
562,0.012743764,0.001137733,0.001137733
563,0.012766440,0.001267433,0.001267433
564,0.012789116,0.001392365,0.001392365
565,0.012811791,0.001513481,0.001513481
566,0.012834467,0.001628876,0.001628876
567,0.012857143,0.001740456,0.001740456
568,0.012879819,0.001845360,0.001845360
569,0.012902494,0.001943588,0.001943588
570,0.012925170,0.002035141,0.002035141
571,0.012947846,0.002119064,0.002119064
572,0.012970522,0.002197266,0.002197266
573,0.012993197,0.002265930,0.002265930
574,0.013015873,0.002328873,0.002328873
575,0.013038549,0.002384186,0.002384186
576,0.013061224,0.002431870,0.002431870
577,0.013083900,0.002470016,0.002470016
578,0.013106576,0.002498627,0.002498627
579,0.013129252,0.002517700,0.002517700
580,0.013151927,0.002527237,0.002527237
581,0.013174603,0.002527237,0.002527237
582,0.013197279,0.002515793,0.002515793
583,0.013219955,0.002494812,0.002494812
584,0.013242630,0.002462387,0.002462387
585,0.013265306,0.002422333,0.002422333
586,0.013287982,0.002370834,0.002370834
587,0.013310658,0.002309799,0.002309799
588,0.013333333,0.002239227,0.002239227
589,0.013356009,0.002157211,0.002157211
590,0.013378685,0.002067566,0.002067566
591,0.013401361,0.001970291,0.001970291
592,0.013424036,0.001862526,0.001862526
593,0.013446712,0.001746178,0.001746178
594,0.013469388,0.001623154,0.001623154
595,0.013492063,0.001491547,0.001491547
596,0.013514739,0.001353264,0.001353264
597,0.013537415,0.001208305,0.001208305
598,0.013560091,0.001056671,0.001056671
599,0.013582766,0.000895977,0.000895977
600,0.013605442,0.000724792,0.000724792
601,0.013628118,0.000549316,0.000549316
602,0.013650794,0.000370026,0.000370026
603,0.013673469,0.000187516,0.000187516
604,0.013696145,0.000002563,0.000002563
605,0.013718821,-0.000184059,-0.000184059
606,0.013741497,-0.000371695,-0.000371695
607,0.013764172,-0.000559807,-0.000559807
608,0.013786848,-0.000747204,-0.000747204
609,0.013809524,-0.000933170,-0.000933170
610,0.013832200,-0.001116753,-0.001116753
611,0.013854875,-0.001298904,-0.001298904
612,0.013877551,-0.001476288,-0.001476288
613,0.013900227,-0.001649857,-0.001649857
614,0.013922902,-0.001818657,-0.001818657
615,0.013945578,-0.001981735,-0.001981735
616,0.013968254,-0.002138138,-0.002138138
617,0.013990930,-0.002288818,-0.002288818
618,0.014013605,-0.002429962,-0.002429962
619,0.014036281,-0.002563477,-0.002563477
620,0.014058957,-0.002689362,-0.002689362
621,0.014081633,-0.002803802,-0.002803802
622,0.014104308,-0.002910614,-0.002910614
623,0.014126984,-0.003005981,-0.003005981
624,0.014149660,-0.003086090,-0.003086090
625,0.014172336,-0.003154755,-0.003154755
626,0.014195011,-0.003210068,-0.003210068
627,0.014217687,-0.003252029,-0.003252029
628,0.014240363,-0.003284454,-0.003284454
629,0.014263039,-0.003301620,-0.003301620
630,0.014285714,-0.003307343,-0.003307343
631,0.014308390,-0.003297806,-0.003297806
632,0.014331066,-0.003276825,-0.003276825
633,0.014353741,-0.003242493,-0.003242493
634,0.014376417,-0.003196716,-0.003196716
635,0.014399093,-0.003135681,-0.003135681
636,0.014421769,-0.003061295,-0.003061295
637,0.014444444,-0.002975464,-0.002975464
638,0.014467120,-0.002876282,-0.002876282
639,0.014489796,-0.002765656,-0.002765656
640,0.014512472,-0.002643585,-0.002643585
641,0.014535147,-0.002508163,-0.002508163
642,0.014557823,-0.002363205,-0.002363205
643,0.014580499,-0.002206802,-0.002206802
644,0.014603175,-0.002038956,-0.002038956
645,0.014625850,-0.001864433,-0.001864433
646,0.014648526,-0.001678467,-0.001678467
647,0.014671202,-0.001485825,-0.001485825
648,0.014693878,-0.001284599,-0.001284599
649,0.014716553,-0.001076698,-0.001076698
650,0.014739229,-0.000863075,-0.000863075
651,0.014761905,-0.000643730,-0.000643730
652,0.014784580,-0.000420332,-0.000420332
653,0.014807256,-0.000193119,-0.000193119
654,0.014829932,0.000036776,0.000036776
655,0.014852608,0.000268459,0.000268459
656,0.014875283,0.000501156,0.000501156
657,0.014897959,0.000733376,0.000733376
658,0.014920635,0.000965118,0.000965118
659,0.014943311,0.001194954,0.001194954
660,0.014965986,0.001420975,0.001420975
661,0.014988662,0.001644135,0.001644135
662,0.015011338,0.001862526,0.001862526
663,0.015034014,0.002075195,0.002075195
